GM_COUNTY_NAME,GM_DATASET_NAME,GM_WELL_CATEGORY,GM_DATA_SOURCE,GM_WELL_ID,GM_CHEMICAL_VVL,GM_CHEMICAL_NAME,GM_RESULT_MODIFIER,GM_RESULT,GM_CHEMICAL_UNITS,GM_REPORTING_LIMIT,GM_SAMP_COLLECTION_DATE,GM_LATITUDE,GM_LONGITUDE,GM_WELL_DEPTH_FT,GM_TOP_DEPTH_OF_SCREEN_FT,GM_BOTTOM_DEPTH_OF_SCREEN_FT,GM_CAS_NUMBER,GM_ALTWELL_ID1,GM_ALTWELL_ID2,GM_ALTWELL_ID3,SRC_CHEMICAL,SRC_RESULT_MODIFIER,SRC_RESULT,SRC_CHEMICAL_UNITS,SRC_REPORTING_LIMIT,SRC_SAMP_COLLECTION_DATE,SRC_SAMP_COLLECTION_TIME,SRC_ANALYSIS_DATE,SRC_ANALYTICAL_METHOD,SRC_LAB_NOTE,SRC_LATITUDE,SRC_LONGITUDE,SRC_DATUM,SRC_WELL_DEPTH_FT,SRC_TOP_DEPTH_OF_SCREEN_FT,SRC_BOTTOM_DEPTH_OF_SCREEN_FT,SRC_WELL_CATEGORY,source_file
SACRAMENTO,DDW,Municipal,DDW,CA3410015_020_020,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,04/02/2013,38.574323,-121.293588,NA,363,533,NA,3410015-020,NA,NA,2314,Y,NA,UG/L     ,0,04/02/2013,10:00:00,04/10/2013,NA,EUROFINS CALSCIENCE IRVINE,38.574323,-121.293588,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910009_007_007,NNSM,N-Nitrosodimethylamine (NDMA),=,0.008,UG/L,0,07/25/2012,34.105899,-117.945222,NA,275,577,NA,1910009-007,NA,NA,2314,N,0.008,UG/L     ,0,07/25/2012,09:29:00,07/27/2012,NA,WECK LABORATORIES,34.105899,-117.945222,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910009_033_033,NNSM,N-Nitrosodimethylamine (NDMA),=,0.004,UG/L,0,01/25/2012,34.106114,-117.940087,NA,250,552,NA,1910009-033,NA,NA,2314,N,0.004,UG/L     ,0,01/25/2012,10:46:00,01/30/2012,NA,WECK LABORATORIES,34.106114,-117.940087,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910067_064_064,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,07/17/2012,34.192972,-118.381914,NA,180,280,NA,1910067-064,NA,NA,2314,Y,NA,UG/L     ,0,07/17/2012,08:35:00,08/02/2012,NA,WECK LABORATORIES,34.192972,-118.381914,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910009_033_033,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,07/25/2012,34.106114,-117.940087,NA,250,552,NA,1910009-033,NA,NA,2314,Y,NA,UG/L     ,0,07/25/2012,09:00:00,07/27/2012,NA,WECK LABORATORIES,34.106114,-117.940087,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910009_033_033,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,04/24/2013,34.106114,-117.940087,NA,250,552,NA,1910009-033,NA,NA,2314,Y,NA,UG/L     ,0,04/24/2013,08:52:00,04/25/2013,NA,WECK LABORATORIES,34.106114,-117.940087,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910199_008_008,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,05/07/2012,34.059278,-118.010264,NA,200,322,NA,1910199-008,NA,NA,2314,Y,NA,UG/L     ,0,05/07/2012,08:50:00,05/10/2012,NA,EUROFINS EATON ANALYTICAL POMONA,34.059278,-118.010264,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910199_014_014,NNSM,N-Nitrosodimethylamine (NDMA),=,0.002,UG/L,0,01/04/2011,34.060374,-118.007022,NA,410,532,NA,1910199-014,NA,NA,2314,N,0.002,UG/L     ,0,01/04/2011,09:10:00,01/07/2011,NA,WECK LABORATORIES,34.060374,-118.007022,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910199_014_014,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,03/07/2011,34.060374,-118.007022,NA,410,532,NA,1910199-014,NA,NA,2314,Y,NA,UG/L     ,0,03/07/2011,10:00:00,03/11/2011,NA,EUROFINS EATON ANALYTICAL POMONA,34.060374,-118.007022,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910067_186_186,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,01/09/2014,34.23042,-118.413052,NA,400,780,NA,1910067-186,NA,NA,2314,Y,NA,UG/L     ,0,01/09/2014,08:40:00,01/25/2014,NA,EUROFINS EATON ANALYTICAL POMONA,34.23042,-118.413052,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910067_183_183,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,06/08/2011,34.228803,-118.415273,NA,400,730,NA,1910067-183,NA,NA,2314,Y,NA,UG/L     ,0,06/08/2011,08:50:00,06/30/2011,NA,WECK LABORATORIES,34.228803,-118.415273,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910043_031_031,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,05/13/2013,34.137299,-118.269642,NA,NA,NA,NA,1910043-031,NA,NA,2314,Y,NA,UG/L     ,0,05/13/2013,10:05:00,05/22/2013,NA,EUROFINS EATON ANALYTICAL POMONA,34.137299,-118.269642,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910067_068_068,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,06/28/2013,34.190167,-118.363352,NA,180,280,NA,1910067-068,NA,NA,2314,Y,NA,UG/L     ,0,06/28/2013,09:30:00,07/18/2013,NA,WECK LABORATORIES,34.190167,-118.363352,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910199_014_014,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,07/11/2013,34.060374,-118.007022,NA,410,532,NA,1910199-014,NA,NA,2314,Y,NA,UG/L     ,0,07/11/2013,09:00:00,07/11/2013,NA,WECK LABORATORIES,34.060374,-118.007022,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910060_002_002,NNSM,N-Nitrosodimethylamine (NDMA),=,0.2,UG/L,0,04/05/2013,34.066637,-117.967712,NA,576,726,NA,1910060-002,NA,NA,2314,N,0.2,UG/L     ,0,04/05/2013,11:35:00,04/08/2013,NA,WECK LABORATORIES,34.066637,-117.967712,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910060_002_002,NNSM,N-Nitrosodimethylamine (NDMA),=,0.096,UG/L,0,03/13/2014,34.066637,-117.967712,NA,576,726,NA,1910060-002,NA,NA,2314,N,0.096,UG/L     ,0,03/13/2014,13:09:00,03/19/2014,NA,WECK LABORATORIES,34.066637,-117.967712,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910039_011_011,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,07/31/2014,34.062046,-118.068111,NA,250,290,NA,1910039-011,NA,NA,2314,Y,NA,UG/L     ,0,07/31/2014,10:00:00,08/06/2014,NA,WECK LABORATORIES,34.062046,-118.068111,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910039_066_066,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,07/24/2013,34.061567,-118.068743,NA,700,740,NA,1910039-066,NA,NA,2314,Y,NA,UG/L     ,0,07/24/2013,08:45:00,07/26/2013,NA,WECK LABORATORIES,34.061567,-118.068743,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910039_009_009,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,07/31/2014,34.060743,-118.069174,NA,260,300,NA,1910039-009,NA,NA,2314,Y,NA,UG/L     ,0,07/31/2014,10:35:00,08/06/2014,NA,WECK LABORATORIES,34.060743,-118.069174,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910039_113_113,NNSM,N-Nitrosodimethylamine (NDMA),=,0.014,UG/L,0,02/01/2011,34.065769,-117.990582,NA,NA,NA,NA,1910039-113,NA,NA,2314,N,0.014,UG/L     ,0,02/01/2011,09:00:00,02/08/2011,NA,WECK LABORATORIES,34.065769,-117.990582,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910039_115_115,NNSM,N-Nitrosodimethylamine (NDMA),=,0.083,UG/L,0,09/05/2014,34.067765,-117.975795,NA,NA,NA,NA,1910039-115,NA,NA,2314,N,0.083,UG/L     ,0,09/05/2014,11:55:00,09/15/2014,NA,WECK LABORATORIES,34.067765,-117.975795,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910039_077_077,NNSM,N-Nitrosodimethylamine (NDMA),=,0.065,UG/L,0,10/03/2011,34.055506,-118.002891,NA,500,633,NA,1910039-077,NA,NA,2314,N,0.065,UG/L     ,0,10/03/2011,10:40:00,10/04/2011,NA,WECK LABORATORIES,34.055506,-118.002891,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910039_026_026,NNSM,N-Nitrosodimethylamine (NDMA),=,0.012,UG/L,0,02/02/2012,34.067912,-117.97046,NA,275,408,NA,1910039-026,NA,NA,2314,N,0.012,UG/L     ,0,02/02/2012,09:30:00,02/06/2012,NA,WECK LABORATORIES,34.067912,-117.97046,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910039_023_023,NNSM,N-Nitrosodimethylamine (NDMA),=,0.009,UG/L,0,07/02/2014,34.056043,-118.002441,NA,NA,NA,NA,1910039-023,NA,NA,2314,N,0.009,UG/L     ,0,07/02/2014,10:45:00,07/03/2014,NA,WECK LABORATORIES,34.056043,-118.002441,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910039_010_010,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,02/03/2011,34.060618,-118.069467,NA,234,274,NA,1910039-010,NA,NA,2314,Y,NA,UG/L     ,0,02/03/2011,08:15:00,02/08/2011,NA,WECK LABORATORIES,34.060618,-118.069467,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910039_113_113,NNSM,N-Nitrosodimethylamine (NDMA),=,0.017,UG/L,0,12/01/2014,34.065769,-117.990582,NA,NA,NA,NA,1910039-113,NA,NA,2314,N,0.017,UG/L     ,0,12/01/2014,08:40:00,12/05/2014,NA,WECK LABORATORIES,34.065769,-117.990582,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910009_001_001,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,09/18/2012,34.105564,-117.960866,NA,250,534,NA,1910009-001,NA,NA,2314,Y,NA,UG/L     ,0,09/18/2012,11:00:00,09/20/2012,NA,WECK LABORATORIES,34.105564,-117.960866,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910067_183_183,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,07/03/2013,34.228803,-118.415273,NA,400,730,NA,1910067-183,NA,NA,2314,Y,NA,UG/L     ,0,07/03/2013,10:15:00,07/31/2013,NA,WECK LABORATORIES,34.228803,-118.415273,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910199_008_008,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,10/03/2011,34.059278,-118.010264,NA,200,322,NA,1910199-008,NA,NA,2314,Y,NA,UG/L     ,0,10/03/2011,09:43:00,10/04/2011,NA,EUROFINS EATON ANALYTICAL POMONA,34.059278,-118.010264,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910039_117_117,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,05/04/2012,34.035718,-117.970801,NA,600,1036,NA,1910039-117,NA,NA,2314,Y,NA,UG/L     ,0,05/04/2012,10:35:00,05/07/2012,NA,WECK LABORATORIES,34.035718,-117.970801,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910179_004_004,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,06/08/2017,34.187837,-118.344884,NA,153,313,NA,1910179-004,NA,NA,2314,Y,NA,UG/L     ,0,06/08/2017,09:55:00,06/24/2017,NA,WECK LABORATORIES,34.187837,-118.344884,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910205_045_045,NNSM,N-Nitrosodimethylamine (NDMA),=,0.01,UG/L,0,09/10/2015,34.0575,-117.965833,NA,600,888,NA,1910205-045,NA,NA,2314,N,0.01,UG/L     ,0,09/10/2015,12:10:00,09/22/2015,NA,WECK LABORATORIES,34.0575,-117.965833,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910205_064_064,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,07/06/2018,34.063946,-117.936974,NA,660,850,NA,1910205-064,NA,NA,2314,Y,NA,UG/L     ,0,07/06/2018,09:02:00,07/10/2018,NA,WECK LABORATORIES,34.063946,-117.936974,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910179_027_027,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,04/20/2016,34.190217,-118.340899,NA,110,290,NA,1910179-027,NA,NA,2314,Y,NA,UG/L     ,0,04/20/2016,14:05:00,05/09/2016,NA,EUROFINS EATON ANALYTICAL POMONA,34.190217,-118.340899,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910174_020_020,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,02/23/2018,34.024878,-118.050787,NA,NA,NA,NA,1910174-020,NA,NA,2314,Y,NA,UG/L     ,0,02/23/2018,09:25:00,02/27/2018,NA,WECK LABORATORIES,34.024878,-118.050787,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910173_160_160,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,03/13/2017,34.018051,-118.078957,NA,NA,NA,NA,NA,NA,NA,2314,Y,NA,UG/L     ,0,03/13/2017,10:50:00,03/16/2017,NA,WECK LABORATORIES,34.018051,-118.078957,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910179_025_025,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,09/04/2015,34.189402,-118.334448,NA,98,238,NA,1910179-025,NA,NA,2314,Y,NA,UG/L     ,0,09/04/2015,11:20:00,09/17/2015,NA,EUROFINS EATON ANALYTICAL POMONA,34.189402,-118.334448,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
SACRAMENTO,DDW,Municipal,DDW,CA3410004_021_021,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,06/02/2016,38.604804,-121.342252,NA,221,260,NA,3410004-021,NA,NA,2314,Y,NA,UG/L     ,0,06/02/2016,09:05:00,06/14/2016,NA,WECK LABORATORIES,38.604804,-121.342252,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
SACRAMENTO,DDW,Municipal,DDW,CA3410004_016_016,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,09/03/2015,38.645576,-121.306819,NA,170,595,NA,3410004-016,NA,NA,2314,Y,NA,UG/L     ,0,09/03/2015,09:01:00,09/26/2015,NA,WECK LABORATORIES,38.645576,-121.306819,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910043_025_025,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,06/12/2018,34.157702,-118.286681,NA,NA,NA,NA,1910043-025,NA,NA,2314,Y,NA,UG/L     ,0,06/12/2018,08:33:00,07/09/2018,NA,EUROFINS EATON ANALYTICAL POMONA,34.157702,-118.286681,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910009_007_007,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,05/19/2015,34.105899,-117.945222,NA,275,577,NA,1910009-007,NA,NA,2314,Y,NA,UG/L     ,0,05/19/2015,10:50:00,05/21/2015,NA,WECK LABORATORIES,34.105899,-117.945222,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910009_006_006,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,01/19/2016,34.106208,-117.964528,NA,300,584,NA,1910009-006,NA,NA,2314,Y,NA,UG/L     ,0,01/19/2016,12:47:00,01/29/2016,NA,WECK LABORATORIES,34.106208,-117.964528,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910043_026_026,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,03/11/2015,34.158339,-118.285996,NA,NA,NA,NA,1910043-026,NA,NA,2314,Y,NA,UG/L     ,0,03/11/2015,08:47:00,03/19/2015,NA,EUROFINS EATON ANALYTICAL POMONA,34.158339,-118.285996,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910043_029_029,NNSM,N-Nitrosodimethylamine (NDMA),=,0.0022,UG/L,0,06/14/2017,34.136754,-118.274434,NA,NA,NA,NA,1910043-029,NA,NA,2314,N,0.0022,UG/L     ,0,06/14/2017,07:33:00,06/29/2017,NA,WECK LABORATORIES,34.136754,-118.274434,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910009_005_005,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,11/22/2017,34.106225,-117.964011,NA,300,584,NA,1910009-005,NA,NA,2314,Y,NA,UG/L     ,0,11/22/2017,02:20:00,11/29/2017,NA,WECK LABORATORIES,34.106225,-117.964011,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910067_066_066,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,08/28/2015,34.189444,-118.377884,NA,180,378,NA,1910067-066,NA,NA,2314,Y,NA,UG/L     ,0,08/28/2015,10:15:00,09/16/2015,NA,EUROFINS EATON ANALYTICAL POMONA,34.189444,-118.377884,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910043_031_031,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,09/12/2018,34.137299,-118.269642,NA,NA,NA,NA,1910043-031,NA,NA,2314,Y,NA,UG/L     ,0,09/12/2018,09:37:00,10/03/2018,NA,EUROFINS EATON ANALYTICAL POMONA,34.137299,-118.269642,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910067_182_182,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,04/07/2016,34.228271,-118.416046,NA,400,700,NA,1910067-182,NA,NA,2314,Y,NA,UG/L     ,0,04/07/2016,08:50:00,05/01/2016,NA,EUROFINS EATON ANALYTICAL POMONA,34.228271,-118.416046,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910067_185_185,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,04/04/2018,34.229889,-118.413783,NA,400,730,NA,1910067-185,NA,NA,2314,Y,NA,UG/L     ,0,04/04/2018,10:05:00,04/12/2018,NA,WECK LABORATORIES,34.229889,-118.413783,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910199_014_014,NNSM,N-Nitrosodimethylamine (NDMA),=,0.002,UG/L,0,04/14/2015,34.060374,-118.007022,NA,410,532,NA,1910199-014,NA,NA,2314,N,0.002,UG/L     ,0,04/14/2015,10:10:00,04/14/2015,NA,WECK LABORATORIES,34.060374,-118.007022,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910199_004_004,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,06/01/2015,34.060641,-118.009239,NA,437,559,NA,1910199-004,NA,NA,2314,Y,NA,UG/L     ,0,06/01/2015,09:10:00,06/02/2015,NA,EUROFINS EATON ANALYTICAL POMONA,34.060641,-118.009239,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910199_020_020,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,06/04/2018,34.063323,-118.006012,NA,NA,NA,NA,1910199-020,NA,NA,2314,Y,NA,UG/L     ,0,06/04/2018,10:32:00,06/15/2018,NA,EUROFINS EATON ANALYTICAL POMONA,34.063323,-118.006012,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910199_004_004,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,10/02/2017,34.060641,-118.009239,NA,437,559,NA,1910199-004,NA,NA,2314,Y,NA,UG/L     ,0,10/02/2017,08:37:00,10/13/2017,NA,EUROFINS EATON ANALYTICAL POMONA,34.060641,-118.009239,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910199_020_020,NNSM,N-Nitrosodimethylamine (NDMA),=,0.002,UG/L,0,09/04/2018,34.063323,-118.006012,NA,NA,NA,NA,1910199-020,NA,NA,2314,N,0.002,UG/L     ,0,09/04/2018,10:49:00,09/12/2018,NA,EUROFINS EATON ANALYTICAL POMONA,34.063323,-118.006012,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910067_119_119,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,06/19/2017,34.21014,-118.400844,NA,370,740,NA,1910067-119,NA,NA,2314,Y,NA,UG/L     ,0,06/19/2017,11:15:00,07/06/2017,NA,WECK LABORATORIES,34.21014,-118.400844,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910067_188_188,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,01/08/2015,34.231519,-118.411545,NA,400,720,NA,1910067-188,NA,NA,2314,Y,NA,UG/L     ,0,01/08/2015,10:50:00,01/20/2015,NA,EUROFINS EATON ANALYTICAL POMONA,34.231519,-118.411545,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910092_013_013,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,10/02/2018,34.054542,-118.078033,NA,201,401,NA,1910092-013,NA,NA,2314,Y,NA,UG/L     ,0,10/02/2018,10:00:00,10/16/2018,NA,EUROFINS EATON ANALYTICAL POMONA,34.054542,-118.078033,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910199_014_014,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,10/10/2017,34.060374,-118.007022,NA,410,532,NA,1910199-014,NA,NA,2314,Y,NA,UG/L     ,0,10/10/2017,08:50:00,10/17/2017,NA,WECK LABORATORIES,34.060374,-118.007022,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910199_005_005,NNSM,N-Nitrosodimethylamine (NDMA),=,0.019,UG/L,0,08/01/2016,34.061839,-118.006522,NA,197,319,NA,1910199-005,NA,NA,2314,N,0.019,UG/L     ,0,08/01/2016,09:25:00,08/09/2016,NA,EUROFINS EATON ANALYTICAL POMONA,34.061839,-118.006522,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910199_005_005,NNSM,N-Nitrosodimethylamine (NDMA),=,0.018,UG/L,0,08/06/2018,34.061839,-118.006522,NA,197,319,NA,1910199-005,NA,NA,2314,N,0.018,UG/L     ,0,08/06/2018,10:55:00,08/09/2018,NA,EUROFINS EATON ANALYTICAL POMONA,34.061839,-118.006522,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910060_002_002,NNSM,N-Nitrosodimethylamine (NDMA),=,0.13,UG/L,0,03/22/2017,34.066637,-117.967712,NA,576,726,NA,1910060-002,NA,NA,2314,N,0.13,UG/L     ,0,03/22/2017,08:55:00,03/24/2017,NA,WECK LABORATORIES,34.066637,-117.967712,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
SAN BERNARDINO,DDW,Municipal,DDW,CA3310031_031_031,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,12/21/2017,34.077954,-117.260395,NA,0,177,NA,3310031-031,NA,NA,2314,Y,NA,UG/L     ,0,12/21/2017,10:25:00,01/13/2018,NA,EUROFINS EATON ANALYTICAL POMONA,34.077954,-117.260395,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910039_076_076,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,01/27/2016,34.093715,-118.02645,NA,200,500,NA,1910039-076,NA,NA,2314,Y,NA,UG/L     ,0,01/27/2016,09:18:00,02/05/2016,NA,WECK LABORATORIES,34.093715,-118.02645,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
LOS ANGELES,DDW,Municipal,DDW,CA1910039_076_076,NNSM,N-Nitrosodimethylamine (NDMA),<,0,UG/L,0,03/13/2018,34.093715,-118.02645,NA,200,500,NA,1910039-076,NA,NA,2314,Y,NA,UG/L     ,0,03/13/2018,12:15:00,03/28/2018,NA,WECK LABORATORIES,34.093715,-118.02645,NA,NA,NA,NA,NA,gama_ddw_statewide_v2.txt
